judul,teks,link-href,label
10 Partai Politik Dapat Kucuran Dana dari Pemprov Jawa Barat,"""Indeks kondusifitas Jabar skornya hampir 90 ini berkat peran para pimpinan parpol yang rajin bermusyawarah semata-mata karena cinta Jabar,"" kata Ridwan Kamil.",https://jabar.suara.com/read/2022/04/19/064000/10-partai-politik-dapat-kucuran-dana-dari-pemprov-jawa-barat,1
Kader Partai Politik di Cianjur Diduga Menyusup ke Unit Pengumpul Zakat untuk Suksesi Pemilu 2024,"Dalam proses seleksi UPZ kecamatan kan sudah membuat surat pernyataan tidak terlibat sebagai anggota maupun pengurus partai politik, terang Hilman.",https://bogor.suara.com/read/2022/04/19/063623/kader-partai-politik-di-cianjur-diduga-menyusup-ke-unit-pengumpul-zakat-untuk-suksesi-pemilu-2024,1
"Demi Suksesi Pemilu 2024, Kader Partai Politik di Cianjur Bohongi Tim Seleksi Unit Pengumpul Zakat Baznas",Setiap calon pengurus UPZ kecamatan membuat surat pernyataan tidak terlibat langsung partai politik atau anggota partai tertentu.,https://jabar.suara.com/read/2022/04/19/050000/demi-suksesi-pemilu-2024-kader-partai-politik-di-cianjur-bohongi-tim-seleksi-unit-pengumpul-zakat-baznas,1
"NasDem Buka Pintu Koalisi, Asal Demokrat Tak Jelek-Jelekin Pemerintah dan Bandingkan Jokowi dengan SBY","""kami juga tidak mau partai yang berkoalisi dengan NasDem kemudian membabi buta, menjatuhkan pemerintah yang ada hari ini,"" ujar Ali.",https://www.suara.com/news/2022/04/18/165729/nasdem-buka-pintu-koalisi-asal-demokrat-tak-jelek-jelekin-pemerintah-dan-bandingkan-jokowi-dengan-sby,1
KPU: 75 Parpol Berhak Daftar Jadi Peserta Pemilu 2024,"""Informasi yang kami terima terakhir 75 parpol berbadan hukum yang berhak mendaftar sebagai parpol peserta Pemilu,"" ujar Hasyim.",https://www.suara.com/news/2022/04/13/050000/kpu-75-parpol-berhak-daftar-jadi-peserta-pemilu-2024,1
"Duh! Kemenkumham Sebut Ada 75 Partai Politik di Indonesia Sudah Berbadan Hukum, Tapi Hanya 32 yang Aktif",Kemenkumham RI menyebutkan sebanyak 75 partai politik di Tanah Air saat ini telah berbadan hukum namun hanya separuh yang aktif,https://surakarta.suara.com/read/2022/04/07/162636/duh-kemenkumham-sebut-ada-75-partai-politik-di-indonesia-sudah-berbadan-hukum-tapi-hanya-32-yang-aktif,1
"Dua Tahun Jelang Pemilu 2024, Kepercayaan Publik Terhadap Partai Politik Rendah, Gara-gara Banyak Kasus Korupsi?",Tingkat kepercayaan terhadap lembaga itu berada di posisi terendah. Partai politik diharapkan dapat berbenah demi meningkatkan kepercayaan publik,https://surakarta.suara.com/read/2022/04/04/081718/dua-tahun-jelang-pemilu-2024-kepercayaan-publik-terhadap-partai-politik-rendah-gara-gara-banyak-kasus-korupsi,1
"Kemendagri Peringatkan Pemda Tidak Beri SK Domisili Palsu Untuk Parpol, Karena Berdampak Hukum","""Misalnya, tidak ada pengurus dan kantor partainya di situ, di kecamatan itu, atau tidak ada kantor di desa itu, atau kelurahan itu, tapi diberikan keterangan ada,"" kata Bahti",https://www.suara.com/news/2022/03/23/180047/kemendagri-peringatkan-pemda-tidak-beri-sk-domisili-palsu-untuk-parpol-karena-berdampak-hukum,1
"Beberapa Partai Koalisi Usul Pemilu Ditunda, Pengamat: Jokowi Mulai Kesepian","""Melemahnya dukungan partai politik yang makin besar saat masa kekuasaan Jokowi mendekati berakhir,"" ungkap Jamiluddin Ritonga.",https://www.suara.com/news/2022/03/10/143808/beberapa-partai-koalisi-usul-pemilu-ditunda-pengamat-jokowi-mulai-kesepian,1
"Efek Usulkan Penundaan Pemilu, Elektabilitas Tokoh dan Parpol Disebut Akan Terperosok","""Tetapi, perlu juga dicurigai jika wacana ini tidak murni dari Parpol, tetapi ada upaya pengkondisian dari kekuasaan yang lebih tinggi,"" ujarnya.",https://www.suara.com/news/2022/03/09/175543/efek-usulkan-penundaan-pemilu-elektabilitas-tokoh-dan-parpol-disebut-akan-terperosok,1
"Heboh Pembagian Zakat Diduga Ditumpangi Partai Politik, Baznas Buka Suara","Dugaan politisasi zakat muncul usai foto yang memperlihatkan beberapa tokoh politik, yang juga bakal calon legislatif dari salah satu parpol, hadir dan menyerahkan bingkisan.",https://jabar.suara.com/read/2022/02/21/223020/heboh-pembagian-zakat-diduga-ditumpangi-partai-politik-baznas-buka-suara,1
"Pembagian Zakat Diduga Ditumpangi Partai Politik, Masyarakat Resah","""Saya minta petugas Baznas bekerja sesuai aturan, jangan sampai ada kekeliruan, termasuk mendiamkan keterlibatan parpol di dalam pembagian zakat,"" tegasnya.",https://bekaci.suara.com/read/2022/02/20/173152/pembagian-zakat-diduga-ditumpangi-partai-politik-masyarakat-resah,1
"Soroti Mekanisme KPU, Rocky Gerung: Nanti Akan Jadi Tawanan DPR","""Padahal mestinya (KPU) yang menawan partai politik supaya engga berceceran kemana-mana, sekarang jadi tawanan partai politik!,"" ujar Rocky Gerung.",https://www.suara.com/news/2022/02/18/134013/soroti-mekanisme-kpu-rocky-gerung-nanti-akan-jadi-tawanan-dpr,1
"Survei SMRC: Sama-sama di Atas, Elektabilitas PDIP dan Gerindra Relatif Seimbang di Jawa Barat","Hasilnya berdasarkan survei tersebut PDIP justru berada di urutan teratas, disusul Gerindra dan PKS di posisi ketiga.",https://www.suara.com/news/2022/02/15/153325/survei-smrc-sama-sama-di-atas-elektabilitas-pdip-dan-gerindra-relatif-seimbang-di-jawa-barat,1
Fahri Hamzah: Istilah Petugas Partai hanya Ada di Negara Komunis,petugas partai itu semua itu kosakata dalam negara komunis sebenarnya,https://lampung.suara.com/read/2022/02/14/182000/fahri-hamzah-istilah-petugas-partai-hanya-ada-di-negara-komunis,1
"Koalisi untuk Pilpres 2024, Sekjen Partai Golkar Lodewijk Paulus: Enam Bulan Ke Depan akan Terbaca","Sekretaris Jenderal (Sekjen) Partai Golkar Lodewijk F Paulus memprediksi, koalisi partai politik untuk Pilpres 2024 akan terlihat dalam waktu enam bulan ke depan.",https://www.suara.com/news/2022/02/08/201425/koalisi-untuk-pilpres-2024-sekjen-partai-golkar-lodewijk-paulus-enam-bulan-ke-depan-akan-terbaca,1
"Gaji Ketua Partai Bisa Sampai Puluhan Juta, Dari Mana Sumber Dananya?",Gaji ketua partai politik bergantung pada kebijakan keuangan masing-masing partai.,https://www.suara.com/bisnis/2022/02/07/180842/gaji-ketua-partai-bisa-sampai-puluhan-juta-dari-mana-sumber-dananya,1
"Demokrat Sebut Capres-Cawapres Wajib Kader Parpol, Luqman PKB: Setuju, Kita Harus Terima Demokrasi Modern","""Jika anda menerima sistem demokrasi dan ingin menjadi presiden/wakil presiden atau menduduki jabatan kekuasaan lainnya, maka jadilah kader partai politik.""",https://www.suara.com/news/2022/02/07/165044/demokrat-sebut-capres-cawapres-wajib-kader-parpol-luqman-pkb-setuju-kita-harus-terima-demokrasi-modern,1
"Bikin Pemetaaan dan Gencar Komunikasi dengan Parpol Lain, Tapi Gerindra Tunggu Waktu Ambil Keputusan soal Pilpres","Ketua Harian DPP Partai Gerindra, Sufmi Dasco Ahmad mengatakan komunikasi yang dilakukan Gerindra saat ini menyeluruh kepada semua partai.",https://www.suara.com/news/2022/02/07/110010/bikin-pemetaaan-dan-gencar-komunikasi-dengan-parpol-lain-tapi-gerindra-tunggu-waktu-ambil-keputusan-soal-pilpres,1
"Alasan KPU Usul Masa Kampanye Pemilu 2024 Selama 120 Hari, Parpol Baru Peserta Pemilu Butuh Waktu Perkenalan",Komisioner Komisi Pemilihan Umum (KPU) Pramono Ubaid Tantowi menjelaskan usulan masa kampanye Pemilu 2024 dilakukan selama 120 hari.,https://www.suara.com/news/2022/02/04/182448/alasan-kpu-usul-masa-kampanye-pemilu-2024-selama-120-hari-parpol-baru-peserta-pemilu-butuh-waktu-perkenalan,1
"Terbukti Korupsi, Eks Kades Pecuk di Nganjuk Divonis 5 Tahun Penjara","Vonis itu dijatuhkan majelis hakim yang diketuai I Dewa Gede Suarditha dalam sidang di Pengadilan Tipikor Surabaya, Selasa (8/11/2022).",http://surabaya.kompas.com/read/2022/11/08/224127678/terbukti-korupsi-eks-kades-pecuk-di-nganjuk-divonis-5-tahun-penjara,1
Dirut PT Arka Jaya Mandiri jadi Tersangka Kasus Dugaan Penyelewengan Dana Waskita Beton Precast,Penetapan tersangka ini mengacu pada surat perintah penyidikan bernomor Prin-67/F.2/Fd.2/11/2022 tanggal 8 November 2022.,http://nasional.kompas.com/read/2022/11/08/22375871/dirut-pt-arka-jaya-mandiri-jadi-tersangka-kasus-dugaan-penyelewengan-dana,1
"Dilaporkan GP Ansor ke Polda Metro, Faizal Assegaf: Pengalihan Sidang Korupsi Bendahara PBNU","""Tanggal 10 November kan persidangan kasus kejahatan korupsi Bendahara Umum PBNU Mardani Maming. Jadi mereka menggunakan momentum ini mungkin untuk me",http://megapolitan.kompas.com/read/2022/11/08/18333431/dilaporkan-gp-ansor-ke-polda-metro-faizal-assegaf-pengalihan-sidang,1
"Di Sidang, Jaksa Ungkap ""Dana Komando"" Petinggi AU 4 Persen dari ""Cashback"" Beli Heli AW-101","Jaksa mencecar saksi Marsekal Pertama Fachri Adamy selaku PPK soal jatah ""dana komando"" hasil cashback 4 persen dari pembelian helikopter AW-101.",http://nasional.kompas.com/read/2022/11/07/16474821/di-sidang-jaksa-ungkap-dana-komando-petinggi-au-4-persen-dari-cashback-beli,1
"Tak Kunjung Terjual, 8 Lahan Milik Terpidana Korupsi di Lampung Jadi Tempat Penyimpanan Barang Bukti",Sebanyak delapan lahan milik terpidana kasus korupsi Sugiarto Wiharjo alias Alay dijadikan lokasi penyimpanan barang bukti.,http://regional.kompas.com/read/2022/11/07/162950578/tak-kunjung-terjual-8-lahan-milik-terpidana-korupsi-di-lampung-jadi-tempat,1
Kejagung Sebut Belum Akan Periksa Menperin Terkait Kasus Korupsi Impor Garam,Kapuspenkum Kejagung sebut penyidik belum akan memanggil Menperin atau eks Menperin dalam kasus dugaan korupsi impor garam tahun 2016-2019,http://nasional.kompas.com/read/2022/11/04/11544481/kejagung-sebut-belum-akan-periksa-menperin-terkait-kasus-korupsi-impor-garam,1
"Kasus Korupsi Impor Garam, Modus Tersangka Cari Keuntungan Pribadi",Kejagung tetapkan 4 tersangka dalam kasus dugaan korupsi impor garam. Modus para tersangka diduga mencari keuntungan pribadi,http://nasional.kompas.com/read/2022/11/04/10511831/kasus-korupsi-impor-garam-modus-tersangka-cari-keuntungan-pribadi,1
"Mengadu ke Jokowi, Anak Iwan Boedi: Almarhum Korban Manusia Serakah dan Tak Punya Nurani",Keluarga mengadu ke Presiden Jokowi agar kasus pembunuhan Iwan Boedi segera terungkap. Iwan Boedi adalah saksi kasus korupsi hibah tanah di Semarang.,http://yogyakarta.kompas.com/read/2022/11/04/085048878/mengadu-ke-jokowi-anak-iwan-boedi-almarhum-korban-manusia-serakah-dan-tak,1
Momen Ketika Ketua KPK Jabat Erat Tangan Lukas Enembe,Ketua KPK Firly Bahuri memimpin langsung pemeriksaan Gubernur Papua Lukas Enembe sebagai tersangka kasus dugaan gratifikasi di Kota Jayapura,https://video.kompas.com/watch/204763/momen-ketika-ketua-kpk-jabat-erat-tangan-lukas-enembe,1
Saat KPK Mesti Repot Datangi Papua Hanya demi Periksa Lukas Enembe...,Keputusan KPK yang bertandang ke Papua memeriksa Gubernur Lukas Enembe terkait dugaan gratifikasi berbeda dari penanganan korupsi kepala daerah lain.,http://nasional.kompas.com/read/2022/11/04/05300031/saat-kpk-mesti-repot-datangi-papua-hanya-demi-periksa-lukas-enembe-,1
"Kejagung Tetapkan 4 Orang Tersangka Kasus Impor Garam, Termasuk Eks Dirjen Kemenperin","""Hari ini, tim penyidik Kejagung telah menetapkan 4 tersangka dalam kasus importasi garam ini,"" ujarnya.",http://nasional.kompas.com/read/2022/11/02/17334381/kejagung-tetapkan-4-orang-tersangka-kasus-impor-garam-termasuk-eks-dirjen,1
"Terjerat Kasus Korupsi Samudera Pasai, Seorang ASN Pemkab Aceh Utara Akan Diberhentikan Sementara","Setelah pemberhentian sementara, hak N yang menjadi tersangka kasus korupsi berupa gaji akan berkurang sebesar 50 persen.",http://regional.kompas.com/read/2022/11/02/165157978/terjerat-kasus-korupsi-samudera-pasai-seorang-asn-pemkab-aceh-utara-akan,1
"Korupsi Libatkan Keluarga, KPK Gelar Bimtek untuk Pejabat Beserta Istri","Dari analisis KPK, korupsi sudah sampai melibatkan keluarga. Banyak istri yang tidak menanyakan asal usul pemberian suaminya.",http://yogyakarta.kompas.com/read/2022/11/02/144238178/korupsi-libatkan-keluarga-kpk-gelar-bimtek-untuk-pejabat-beserta-istri,1
"Aipda HR Coreti Mapolres Luwu ""Sarang Korupsi"" Disebut Gangguan Jiwa, Sang Istri Percaya Kondisi Suaminya Waras","Martini, istri Aipda HR mengatakan dirinya  masih kebingungan mengapa suaminya disebut-sebut sakit jiwa, padahal keluarga belum terima hasil di RS.",http://makassar.kompas.com/read/2022/11/02/131500678/aipda-hr-coreti-mapolres-luwu-sarang-korupsi-disebut-gangguan-jiwa-sang,1
Eks Dirut Keuangan Sriwijaya FC Tersangka Korupsi Renovasi Hotel Segera Disidang,Mantan Direktur Keuangan Sriwijaya FC Augie Bunyamin yang terjerat kasus dugaan korupsi renovasi Hotel Swarna Dwipa segera menjalani sidang.,http://regional.kompas.com/read/2022/11/02/113819278/eks-dirut-keuangan-sriwijaya-fc-tersangka-korupsi-renovasi-hotel-segera,1
"Suap Lelang Jabatan di Bangkalan, KPK Cekal 6 Orang Termasuk Bupati dan Kepala Dinas","Kepala Bagian Pemberitaan KPK Ali Fikri mengatakan, enam orang tersebut terdiri dari Bupati Bangkalan Abdul Latif Imron dan sejumlah kepala dinasnya.",http://nasional.kompas.com/read/2022/10/31/16160071/suap-lelang-jabatan-di-bangkalan-kpk-cekal-6-orang-termasuk-bupati-dan,1
"Kejati Lampung Temukan Dugaan Korupsi Tunjangan Kinerja di Kejari Bandar Lampung Capai Rp 1,8 Miliar",Dugaan korupsi ini melingkupi pemotongan tukin atau remunerasi pegawai Kejari Bandar Lampung yang diduga dilakukan oleh bagian keuangan Kejari.,http://regional.kompas.com/read/2022/10/31/160328078/kejati-lampung-temukan-dugaan-korupsi-tunjangan-kinerja-di-kejari-bandar,1
KPK Tetapkan 6 Tersangka Suap Lelang Jabatan di Bangkalan,"Sebelumnya, Wakil Ketua KPK Alexander Marwata menyebut Bupati Bangkalan Abdul Latif Imron telah ditetapkan sebagai tersangka.",http://nasional.kompas.com/read/2022/10/31/14292781/kpk-tetapkan-6-tersangka-suap-lelang-jabatan-di-bangkalan,1
"Lukas Enembe Diperiksa Dokter Spesialis dari Singapura, Biaya Ditanggung APBD",Lukas Enembe diperiksa tiga dokter spesialis dari Rumah Sakit Mount Elisabeth Singapura,https://video.kompas.com/watch/202659/lukas-enembe-diperiksa-dokter-spesialis-dari-singapura-biaya-ditanggung-apbd,1
"Mantan Pegawai Honorer Nunuka Jadi Otak Dugaan Korupsi Proyek Septic Tank yang Rugikan Negara Rp 3,6 Miliar",Mantan pegawai honorer berinisial MS ini disebut punya kemampuan untuk memengaruhi oknum yang kompeten untuk mengubah sistem proyek.,http://regional.kompas.com/read/2022/10/31/104440978/mantan-pegawai-honorer-nunuka-jadi-otak-dugaan-korupsi-proyek-septic-tank,1
"Pernah Usulkan ""Restorative Justice"" untuk Kasus Korupsi, Johanis Tanak: Itu Cuma Opini",Usulan itu pernah disampaikannya saat mengikuti proses fit and proper test sebagai calon pimpinan KPK di Komisi III DPR pada 28 September lalu.,http://nasional.kompas.com/read/2022/10/28/12061671/pernah-usulkan-restorative-justice-untuk-kasus-korupsi-johanis-tanak-itu,1
3 Korlap Jadi Tersangka Kasus Korupsi Beasiswa Pemerintah Aceh Rp 22 Miliar,"Polisi menetapkan tiga koordinator lapangan beasiswa Pemerintah Aceh senilai Rp 22,3 miliar sebagai tersangka dugaan kasus tindak pidana korupsi.",http://regional.kompas.com/read/2022/10/27/074843178/3-korlap-jadi-tersangka-kasus-korupsi-beasiswa-pemerintah-aceh-rp-22-miliar,1
KPK Sebut Lukas Enembe Bersedia Diperiksa,"“Tadinya disampaikan Bapak Kapolda Papua, bahwa yang bersangkutan bersedia menerima dokter IDI dan juga penyidik KPK untuk melakukan pemeriksaan""",http://nasional.kompas.com/read/2022/10/25/10341941/kpk-sebut-lukas-enembe-bersedia-diperiksa,1
Pengacara Kasus Tipikor Anak Perusahaan Pertamina Meninggal Saat Sidang di Pengadilan,"Pengacara terdakwa kasus tindak pidana korupsi di anak perusahaan PT Pertamina berinisial DI, meninggal dunia saat mendampingi kliennya.",http://regional.kompas.com/read/2022/10/25/102640578/pengacara-kasus-tipikor-anak-perusahaan-pertamina-meninggal-saat-sidang-di,1
"Korupsi Pengadaan Lahan Bulog, Kejari Grobogan Tahan Seorang Notaris","PC diduga terlibat dalam penyelewengan anggaran untuk pembelian lahan Bulog bersama dengan KS (78), yang sudah terlebih dulu dijebloskan penjara.",http://regional.kompas.com/read/2022/10/20/194547878/korupsi-pengadaan-lahan-bulog-kejari-grobogan-tahan-seorang-notaris,1
Mantan Bupati PPU Abdul Gafur Mas'ud Dijebloskan ke Lapas Balikpapan,"Abdul Gafur Mas'ud divonis penjara 5 tahun 6 bulan setelah terbukti menerima suap Rp 5,7 miliar terkait proyek dan perizinan di PPU.",http://regional.kompas.com/read/2022/10/20/165033478/mantan-bupati-ppu-abdul-gafur-masud-dijebloskan-ke-lapas-balikpapan,1
KPK Usut Penggunaan Uang Bupati Mamberamo Tengah yang Berasal dari Kontraktor,"“Uang yang diterima tersangka Ricky Ham Pagawak dari beberapa kontraktor yang mengerjakan proyek di Pemkab Mamberamo Tengah,” kata Ipi.",http://nasional.kompas.com/read/2022/10/20/16073311/kpk-usut-penggunaan-uang-bupati-mamberamo-tengah-yang-berasal-dari,1
KPK Lelang 2 Unit Iphone 11 Pro Max 512 Gb dan Koper Eks Gubernur Sulsel Rp 7 Juta,"Ipi mengatakan, dua Iphone 11 Pro Max itu dilelang dalam satu paket bersama dengan satu koper warna merah merk Polo Lock.",http://nasional.kompas.com/read/2022/10/20/15482041/kpk-lelang-2-unit-iphone-11-pro-max-512-gb-dan-koper-eks-gubernur-sulsel-rp,1
"Kasus Korupsi Pembangunan 5 RTH, Jaksa Periksa Tiga Mantan Pejabat Pemkab Madiun",Ketiga mantan pejabat yang sudah pensiun itu diperiksa terkait peran masing-masing saat proyek itu dilaksanakan.,http://surabaya.kompas.com/read/2022/10/17/223713778/kasus-korupsi-pembangunan-5-rth-jaksa-periksa-tiga-mantan-pejabat-pemkab,1
Aipda HR yang Coret Mako Polres Luwu Bertulis “Sarang Korupsi” dan “Sarang Pungli” Kini Dirawat,Aipda HR telah dibawa ke Makassar untuk menjalani perawatan di RSKD.,http://makassar.kompas.com/read/2022/10/17/221310478/aipda-hr-yang-coret-mako-polres-luwu-bertulis-sarang-korupsi-dan-sarang,1
"Kasus Dugaan Korupsi Proyek ""Septic Tank"", Kejari Nunukan Tetapkan 4 Tersangka","Kasus dugaan korupsi pembangunan septic tank yang terjadi pada tahun anggaran 2018, 2019 dan 2020 diperkirakan merugikan negara hingga Rp 3 miliar.",http://regional.kompas.com/read/2022/10/17/214237778/kasus-dugaan-korupsi-proyek-septic-tank-kejari-nunukan-tetapkan-4-tersangka,1
"Kantor Bapenda Semarang Dikirimi Karangan Bunga Pengingat 40 Hari Iwan Boedi Dikebumikan, Kasusnya Belum Terungkap",Karangan bunga berpapan hitam itu dibuat sebagai pengingat bahwa telah 40 hari Iwan Boedi dikebumikan,http://regional.kompas.com/read/2022/10/17/200009278/kantor-bapenda-semarang-dikirimi-karangan-bunga-pengingat-40-hari-iwan,1
Pertimbangan Meringankan Tuntutan Eks Dirut Perum PNRI: Uang Korupsi Belum Dinikmati karena Disita KPK,"Dalam pertimbangan meringankan tuntutan, jaksa menyebut eks Dirut Perum PNRI belum sempat menikmati uang korupsi karena sudah disita KPK",http://nasional.kompas.com/read/2022/10/17/18535041/pertimbangan-meringankan-tuntutan-eks-dirut-perum-pnri-uang-korupsi-belum,1
"Masih Buron, Jho Low Buron Skandal 1MDB Malaysia Jalankan Perusahaan Besar di China","""Rakyat Malaysia! Ketika Jho Low bekerja dengan uang Anda, apa yang dilakukan para pemimpin Anda untuk mendapatkannya kembali? Tidak ada,"" kata Wright",http://www.kompas.com/global/read/2022/10/14/140100470/masih-buron-jho-low-buron-skandal-1mdb-malaysia-jalankan-perusahaan-besar,1
"Kabur ke Kabupaten Bima, DPO Kasus Korupsi Dana Covid-19 di Flores Timur Ditangkap","Kepala Seksi Pidana Khusus Kejari Flores Timur Kornelis Oematan mengatakan, PLT diringkus di rumah warga Desa Simpasai, Kecamatan Monta, Bima.",http://regional.kompas.com/read/2022/10/14/133729178/kabur-ke-kabupaten-bima-dpo-kasus-korupsi-dana-covid-19-di-flores-timur,1
KPK Dalami Pengondisian Temuan di Laporan Keuangan Sekretariat DPRD Sulsel,Pendalaman itu dilakukan ketika Roem diperiksa sebagai saksi dugaan suap laporan keuangan Pemerintah Daerah Sulsel Tahun 2020 yang menjerat Andy Sonny,http://nasional.kompas.com/read/2022/10/14/13034761/kpk-dalami-pengondisian-temuan-di-laporan-keuangan-sekretariat-dprd-sulsel,1
Pembelaan Eks KSAU Usai Namanya Diseret Dalam Kasus Dugaan Korupsi Helikopter AW-101,"Agus menilai, jaksa telah asal berbicara karena menyeret namanya tanpa bukti keterlibatan dalam kasus ini.",http://nasional.kompas.com/read/2022/10/14/09581231/pembelaan-eks-ksau-usai-namanya-diseret-dalam-kasus-dugaan-korupsi,1
Polda Sulut Tetapkan 4 Tersangka Kasus Dugaan Korupsi Rehabilitasi Jalan di Bolmong,"Para tersangka mengakibatkan kerugian negara kurang lebih sebesar Rp 2,9 miliar. Modus yang digunakan adalah pekerjaan tidak sesuai kontrak.",http://regional.kompas.com/read/2022/10/13/233811978/polda-sulut-tetapkan-4-tersangka-kasus-dugaan-korupsi-rehabilitasi-jalan-di,1
"""Kenapa Kepala Daerah Korupsi? Karena Ada Proses yang Salah Saat Mereka Mau Maju""",Mengembalikan proses pemilihan langsung menjadi tidak langsung dinilai bukan menjadi solusi menyelesaikan praktik korupsi kepala daerah.,http://nasional.kompas.com/read/2022/10/13/07315421/kenapa-kepala-daerah-korupsi-karena-ada-proses-yang-salah-saat-mereka-mau,1
Jaksa Sebut Helikopter AW-101 TNI AU yang Dikorupsi Ternyata Barang Bekas,Berdasarkan data flying log terungkap Helikopter AW-101 yang awalnya dibeli untuk pesawat kepresidenan pertama kali terbang pada 29 November 2012.,http://nasional.kompas.com/read/2022/10/12/22024041/jaksa-sebut-helikopter-aw-101-tni-au-yang-dikorupsi-ternyata-barang-bekas,1
"Kredit Fiktif, 7 Tersangka Anggaran BPRS Bangka Belitung Ditahan Polisi",Penahanan tersangka dilakukan usai penyidik Subdit III Tipidkor menerima P21 atas berkas perkara 2 Agustus 2021 tentang pembiayaan yang diduga fiktif.,http://regional.kompas.com/read/2022/10/12/201948378/kredit-fiktif-7-tersangka-anggaran-bprs-bangka-belitung-ditahan-polisi,1
"Dikorupsi, Kursi Helikopter AW-101 Tak Lengkap hingga Peta Digital Belum Diinstal","Hal ini terungkap dalam dakwaan Jaksa KPK terhadap Direktur PT Diratama Jaya Mandiri, Irfan Kurnia Saleh alias John Irfan Kenway.",http://nasional.kompas.com/read/2022/10/12/18252431/dikorupsi-kursi-helikopter-aw-101-tak-lengkap-hingga-peta-digital-belum,1
Helikopter AW-101 yang Pengadaannya Dikorupsi Ternyata Pesanan Militer India,Helikopter angkut AgustaWestland (AW)-101 yang dibeli TNI Angkatan Udara (AU) Tahun 2015-2017 ternyata pesanan militer udara India,http://nasional.kompas.com/read/2022/10/12/17394561/helikopter-aw-101-yang-pengadaannya-dikorupsi-ternyata-pesanan-militer-india,1
Masa Penahanan 3 Tersangka Korupsi Bansos Kebakaran di Bima Diperpanjang 40 Hari,"Selama perpanjangan masa penahanan, tersangka AS ditahan di Rutan Kelas II B Raba Bima. Sementara tersangka I dan S ditahan di Rutan Polres Bima Kota.",http://regional.kompas.com/read/2022/10/11/172050978/masa-penahanan-3-tersangka-korupsi-bansos-kebakaran-di-bima-diperpanjang-40,1
"Kantor Dishub Manggarai Timur Digeledah, Terkait Dugaan Korupsi Pembangunan Terminal",Penggeledahan itu terkait dugaan tindak pidana korupsi penyimpangan pengadaan lahan pembangunan Terminal Kembur.,http://regional.kompas.com/read/2022/10/11/170940378/kantor-dishub-manggarai-timur-digeledah-terkait-dugaan-korupsi-pembangunan,1
"Ditanya soal Kemungkinan Jemput Paksa Lukas Enembe, Firli Singgung Soal HAM","Lukas Enembe belum diperiksa KPK dengan alasan masih sakit. Terakhir, pengacara Lukas meminta agar perkara kliennya diselesaikan lewat hukum adat.",http://nasional.kompas.com/read/2022/10/11/16354381/ditanya-soal-kemungkinan-jemput-paksa-lukas-enembe-firli-singgung-soal-ham,1
Polisi Lakukan Tes Deteksi Kebohongan kepada Saksi Pembunuhan Iwan Boedi Saksi Kasus Korupsi di Semarang,Pelaku sudah melakukan survei titik blank spot yang digunakan pelaku melakukan pembunuhan terhadap Iwan Boedi.,http://regional.kompas.com/read/2022/10/11/150822678/polisi-lakukan-tes-deteksi-kebohongan-kepada-saksi-pembunuhan-iwan-boedi,1
"Pembunuh Iwan Boedi, Saksi Korupsi di Semarang Teridentifikasi, Polisi: Dia Orang Profesional","Polisi menyatakan, pembunuh Iwan Boedi mempunyai skill profesional karena tahu situasi lokasi pembunuhan yang dipilih.",http://regional.kompas.com/read/2022/10/11/150801678/pembunuh-iwan-boedi-saksi-korupsi-di-semarang-teridentifikasi-polisi-dia,1
"Hari Ini, Eks Petinggi Waskita Karya Jalani Sidang Putusan Kasus Pembangunan Kampus IPDN","Adi akan menjalani sidang vonis terkait kasus dugaan korupsi pembangunan Gedung Kampus Kabupaten Gowa, Sulawesi Selatan.",http://nasional.kompas.com/read/2022/10/10/07012371/hari-ini-eks-petinggi-waskita-karya-jalani-sidang-putusan-kasus-pembangunan,1
"Besok, Hasil Pemeriksaan Brigjen Hendra Kurniawan Terkait Dugaan Korupsi Penggunaan ""Private Jet"" Diumumkan","Bareskrim Polri besok akan umumkan hasil pemeriksaan terhadap Brigjen Hendra Kurniawan terkait dugaan korupsi penggunaan ""Private Jet""",http://nasional.kompas.com/read/2022/10/09/20301391/besok-hasil-pemeriksaan-brigjen-hendra-kurniawan-terkait-dugaan-korupsi,1
"Polri Periksa Brigjen Hendra Kurniawan Terkait Dugaan Korupsi Penggunaan ""Private Jet""",Dittipidkor Bareskrim Polri telah memeriksa Brigjen Hendra Kurniawan terkait dugaan korupsi dari penggunaan private jet pada Jumat lalu,http://nasional.kompas.com/read/2022/10/09/19385361/polri-periksa-brigjen-hendra-kurniawan-terkait-dugaan-korupsi-penggunaan,1
Ini Kata Golkar Soal Penyidikan Kasus Dugaan Korupsi Impor Garam di Kemenperin,"Penyidikan yang tengah dilakukan Kejagung itu terkait fasilitas impor garam tahun 2016-2022, di mana diketahui 2 kader Golkar memimpin kementerian itu",http://nasional.kompas.com/read/2022/10/08/22034041/ini-kata-golkar-soal-penyidikan-kasus-dugaan-korupsi-impor-garam-di,1
Kejagung Duga Kemenperin Petik Untung dengan Naikkan Kuota Impor Garam,"Kejagung juga telah memeriksa mantan Menteri Kelautan dan Perikanan, Susi Pudjiastuti sebagai saksi dalam perkara ini.",http://nasional.kompas.com/read/2022/10/08/05500081/kejagung-duga-kemenperin-petik-untung-dengan-naikkan-kuota-impor-garam,1
